mission_cleaned,profil_cleaned,title_cleaned,cluster,famille_poste,technical_skills,soft_skills,qualifications,technical_skills_count,soft_skills_count,years_experience,education_level,languages
repondre demandes clients telephone mail francais allemand,titulaire bacc minimum solide formation allemand excellent niveau francais allemand oral ecrit maitriser outils informatiques etre serieux dynamique avoir sens ecoute,teleoperateurs teleoperatrices bilingues francais,22,Agent / Operateur,,,"bilingue, francais",0,0,,,Français
repondre demandes clients telephone mail francais allemand,titulaire bacc minimum solide formation allemand excellent niveau francais allemand oral ecrit maitriser outils informatiques etre serieux dynamique avoir sens ecoute,teleoperateurs teleoperatrices bilingues francais,22,Agent / Operateur,,,"bilingue, francais",0,0,,,Français
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs teleoperatrices anglophones niveau b,27,Agent / Operateur,,,,0,0,,,
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs teleoperatrices anglophones niveau b,27,Agent / Operateur,,,,0,0,,,
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs teleoperatrices anglophones,27,Agent / Operateur,,,,0,0,,,
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs teleoperatrices anglophones,27,Agent / Operateur,,,,0,0,,,
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs teleoperatrices anglophones,27,Agent / Operateur,,,,0,0,,,
repondre demandes clients telephone mail allemand,titulaire bacc minimun aisance telephonique excellente elocution allemand niveau b oral pipplet bons sens relationnel rigoureux serieux maitrise francais atout,teleoperateurs germanophones,0,Support / Service Client,,,,0,0,,,
repondre enthousiasme appels clients offrir assistance top niveau francais anglais creer sourires solutions,maitrise francais anglais avoir experience prealable service clientele atout capacite resoudre problemes fournir solutions pertinentes,teleoperateurs bilingues francais,22,Agent / Operateur,,,"bilingue, anglais, francais",0,0,,,"Français, Anglais"
repondre enthousiasme appels clients offrir assistance top niveau francais espagnol creer sourires solutions,maitrise francais espagnol excellentes competences communication attitude positive motivation,teleoperateurs bilingues espagnol,0,Support / Service Client,,,"bilingue, francais",0,0,,,Français
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateurs anglophones,0,Support / Service Client,,,,0,0,,,
emission reception appels assurer traitement reclamations resolutions problemes fidelisation clients informer nouveaux clients societe offres mode paiement,niveau bacc ans an experience poste parfaite maitrise langue francaise rapide execution travail etre aise conversation telephonique maitrise principaux outils informatiques capacite adaptation aimant travaille equipe,teleoperateurs,0,Support / Service Client,,,,0,0,,,
emission reception appels plusieurs operations,maitrise parfaite langue francaise aisance orale premiere experience appel avoir parfaite maitrise outil informatique serieux ponctuels bonne elocution disposez bonnes qualites relationnelles commerciales experience poste similaire centre appel souhaitee,teleoperateurs,0,Support / Service Client,,,,0,0,,,
repondre demandes clients telephone mail allemand,titulaire bacc minimun aisance telephonique excellente elocution allemand niveau b oral pipplet bons sens relationnel rigoureux serieux maitrise francais atout,teleoperateur teleoperatrice germanophone,25,Agent / Operateur,,,,0,0,,,
repondre demandes clients telephone mail allemand,titulaire bacc minimun aisance telephonique excellente elocution allemand niveau b oral pipplet bons sens relationnel rigoureux serieux maitrise francais atout,teleoperateur teleoperatrice germanophone,25,Agent / Operateur,,,,0,0,,,
repondre demandes clients telephone mail belgique,etre titulaire bacc minimum parler couramment flamand maitriser outils informatiques etre serieux empathique dynamique avoir sens ecoute,teleoperateur teleoperatrice flamand,25,Agent / Operateur,,,,0,0,,,
repondre appels messages clients sourire resoudre problemes repondre questions clin oeil faire chaque interaction experience memorable,niveau b anglais aisance orale anglais dynamique grande ouverture esprit confortable contenus adultes,teleoperateur teleoperatrice anglophone,25,Agent / Operateur,,,,0,0,,,
jours semaine generation leads btob etes chasseur ame vraie aisance telephone convaincre creer declic generer interet font partie forces alors cette mission faite cadre developpement campagnes commerciales recherchons teleoperateur freelance experimente effectuer appels sortants btob presentiel jours jours mission principale generer leads qualifies compte clients missions contacter prospects btob presenter offres maniere claire impactante qualifier prospects transmettre leads equipes commerciales,hello contrat free lance,teleoperateur freelance presentiel,0,Support / Service Client,sem,,,1,0,,,
jours semaine generation leads btob etes chasseur ame vraie aisance telephone convaincre creer declic generer interet font partie forces alors cette mission faite cadre developpement campagnes commerciales recherchons teleoperateur freelance experimente effectuer appels sortants btob presentiel jours semaine jours jours mission principale generer leads qualifies compte clients missions contacter prospects btob presenter offres maniere claire impactante qualifier prospects transmettre leads equipes commerciales,hello contrat free lance,teleoperateur freelance presentiel,0,Support / Service Client,sem,,,1,0,,,
assurer prospection developpement portefeuille clients professionnels secteur telephonie france magasins telephonie reparateurs mvno franchises gerer traiter demandes clients garantissant service qualite suivi rigoureux maintenir parfaite connaissance clients besoins afin optimiser relations commerciales acquerir nouveaux clients tout assurant fidelisation suivi clients existants,titulaire bac commerce langue equivalent experience moins ans fonction similaire commercial vendeur outsourcing secteur connexe bonne maitrise francais ecrit oral capacite averee negociation relation client dynamisme curiosite facilite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement forte appetence challenges orientation resultats,teleoperateur fr,0,Support / Service Client,go,,,1,0,,,
bonne communication francais rejoignez equipe missions repondre appels messages clients sourire resoudre problemes comme pro faire chaque interaction experience geniale,aisance telephonique excellente elocution francais bon sens relationnel serieux apte travailler sous pression,teleoperateur rice francophone,0,Support / Service Client,,communication,francais,0,1,,,Français
bonne communication francais rejoignez equipe missions repondre appels messages clients sourire resoudre problemes comme pro faire chaque interaction experience geniale,aisance telephonique excellente elocution francais bon sens relationnel serieux apte travailler sous pression,teleoperateur rice francophone,0,Support / Service Client,,communication,francais,0,1,,,Français
repondre enthousiasme appels clients offrir assistance top niveau francais anglais creer sourires solutions,maitrise francais anglais excellentes competences communication attitude positive motivation revendre,teleoperateur rice bilingue francais,0,Support / Service Client,,,"bilingue, anglais, francais",0,0,,,"Français, Anglais"
recherchons teleoperateurs senior junior assurer succes campagnes appels sortants,gestion appels sortants contacter prospects clients selon liste predefinie presenter promouvoir produits services clarte persuasion analyse besoins negociation identifier attentes prospects proposer solutions adaptees gerer objections professionnalisme efficacite suivi reporting enregistrer toutes interactions crm assurer reporting precis resultats superieur contribuer atteinte objectifs participer activement challenges objectifs equipe,teleoperateur senior junior appels sortants,0,Support / Service Client,,,"senior, junior",0,0,,,
client recrute teleoperateur bilingue fr all renforcer equipe mission repondre demandes clients telephone mail allemand francais,titulaire bac minimum solide formation allemand excellent niveau oral ecrit francais allemand experience call center interpretariat maitrise outils informatiques serieux dynamique bon sens ecoute,teleoperateur bilingue germanophone,0,Support / Service Client,,,"bilingue, francais",0,0,,,Français
repondre enthousiasme appels clients offrir assistance top niveau francais anglais creer sourires solutions,maitrise francais anglais excellentes competences communication attitude positive motivation revendre,teleoperateur bilingue francais anglais tsimbazaza,0,Support / Service Client,,,"bilingue, mba, anglais, francais",0,0,,MBA,"Français, Anglais"
gestion service client telephone mail,maitrise francais espagnol avoir experience prealable service clientele atout capacite resoudre problemes fournir solutions pertinentes,teleoperateur bilingue espagnol,0,Support / Service Client,,,bilingue,0,0,,,
souhaitez rejoindre entreprise innovante secteur energie verte recrutons teleoperateurs teleoperatrices realiser missions teleprospection domaine photovoltaique missions effectuer appels sortants afin prospecter particuliers professionnels interesses installation panneaux photovoltaiques presenter solutions energie solaire sensibiliser interet installations photovoltaiques qualifier prospects detecter opportunites commerciales prendre rendez equipes commerciales techniques suivre relancer prospects maximiser opportunites vente,maitrise francais oral accent ecrit excellente communication orale capacite convaincre entretenir discours fluide motive prospection telephonique relation client aisance outils informatiques telephonie crm logiciels suivi interet energies renouvelables notamment secteur photovoltaique experience teleprospection centre appels souhaitee esprit equipe gout challenge salaire ariary fixe primes variables suivant resultats comment postuler envoyez cv lettre motivation pretention salariale via site indiquant objet candidature teleoperateur rice teleprospection photovoltaique,teleoperateur teleoperatrice teleprospection photovoltaique,25,Agent / Operateur,,,,0,0,,,
repondre demandes clients telephone mail allemand,titulaire bacc minimun excellent niveau allemand oral ecrit maitrise outils informatiques,teleoperateur germanophone,0,Support / Service Client,,,,0,0,,,
societe mi kiry sise tsiadana renforce equipe recrute teleoperateur missions principales prise charge appels entrants sortants realisation diverses operations telephoniques contribution taches administratives variees,premiere experience poste similaire atout apprecie titulaire diplome niveau bac minimum excellente maitrise francais oral accent marque aisance tenir conversation claire fluide francais bon sens communication enthousiasme capacite adapter interlocuteurs varies bon niveau culture generale maitrise outils informatiques courants word excel messagerie electronique navigation internet professionnalisme courtoisie dynamisme esprit equipe rigueur autonomie sens organisation merci envoyer cv pretentions salariales,teleoperateur,0,Support / Service Client,,,,0,0,,,
repondre appels entrants informer orienter traiter reclamations clients identifier besoins interlocuteurs proposer solutions adaptees transmettre service concerne emettre appels televente enquetes relances prise rendez presenter produits services entreprise maniere claire convaincante mettre jour fiches clients assurer suivi dossiers saisie donnees outils crm respecter procedures internes objectifs qualite service,titulaire dts commerce marketing disposer experience reussie domaine vente relation client avoir experience domaine commerce veritable atout dote grande appetence vente passionne relation client maitrise parfaite outils bureautiques excellent niveau francais oral comme ecrit bon esprit equipe rigoureux curieux avoir grande disponibilite,teleoperateur,0,Support / Service Client,crm,,,1,0,,,
neofa banque privee demain construit maintenant simple impartial accessible tous demandez amis famille monde satisfaits service conseils recus institutions financieres lesquelles travaillent personne repondra clairement oui banques veulent banques veulent conseiller banques veulent vendre produits augmenter profits frustration mene grands changements neofa veut democratiser gestion patrimoine cree plateforme conseillers financiers honnetes independants rendre accessible bons conseils tout monde placements financiers fiscalite succession retraite placements immobiliers tous droit conseils independants qualite neofa propose chaque epargnant conseillers correspondent mieux afin interviewer gratuitement demander devis choisir celui merite confiance plateforme prend soin membres chaque epargnant suivi individuellement garantir qualite service optimale site ete lance juin connaissons forte croissance souhaitons continuer developpement jour milliers epargnants font appels services recherche commerciaux persuasifs convaincre epargnants telephone prendre rdv conseillers financiers recherchons profil chasseur plutot farmer participer croissance exponentielle start up missions identifier qualifier besoins epargnants afin fixer entretien conseiller independant recolter maximum feedbacks provenant epargnants inscrits plateforme afin faire evoluer plateforme developper plans action atteindre objectifs commerciaux business development ans optionnel lieu poste teletravail,requis connaissances finance banque moins ans experiences gestion communaute clients francais excellent ecrit parle etre force proposition capable oser autonome creatif esprit entrepreneurial ouvert esprit forte capacite adaptation,teleoperateur,0,Support / Service Client,"fiscalite, rust",,bac,2,0,,Baccalauréat,
societe mi kiry sise tsiadana renforce equipe recrute teleoperateur missions principales prise charge appels entrants sortants realisation diverses operations telephoniques contribution taches administratives variees,premiere experience poste similaire atout apprecie titulaire diplome niveau bac minimum excellente maitrise francais oral accent marque aisance tenir conversation claire fluide francais bon sens communication enthousiasme capacite adapter interlocuteurs varies bon niveau culture generale maitrise outils informatiques courants word excel messagerie electronique navigation internet professionnalisme courtoisie dynamisme esprit equipe rigueur autonomie sens organisation merci envoyer cv pretentions salariales,teleoperateur,0,Support / Service Client,,,,0,0,,,
recherchons telemarketeur polyvalent dynamique rejoindre equipe distance si etes passionne marketing digital gestion reseaux sociaux experience domaine affiliation cette opportunite faite missions marketing affiliation promouvoir produits services via marketing affiliation developpant strategies efficaces maximiser conversions commissions gestion reseaux sociaux creer publier animer contenu differentes plateformes sociales developper communaute renforcer visibilite ligne support administratif assurer soutien administratif gestion campagnes marketing rapports performance autres taches organisationnelles administratives devis facturation etc,experience prealable marketing affiliation role similaire competences gestion reseaux sociaux maitrise outils gestion contenu ex hootsuite buffer etc excellente communication ecrite orale sens aigu detail autonomie organisation capacite gerer plusieurs projets simultanement respecter delais maitrise outils bureautiques word excel etc plateformes marketing digital google analytics outils affiliation crm etc outils communication unifiees microsoft teams zoom etc qualites personnelles proactivite esprit initiative creativite sens innovation capacite travailler maniere autonome tout etant bon collaborateur sein equipe conditions lieu travail distance remuneration discuter selon experience resultats horaires flexible engagement qualite ponctualite livrables si etes passionne marketing digital forte motivation rejoindre equipe ambitieuse envoyez candidature cv lettre motivation pretention salariale,telemarketeur gestionnaire reseaux sociaux,0,Support / Service Client,,organisation,,0,1,,,
recherchons teleconseillers germanophones experimentes gerer appels entrants sortants excellente maitrise allemand oral ecrit experience significative relation client etes oriente resultats,maitrise parfaite allemand oral ecrit niveau b minimum experience minimum an fonction teleconseiller support client relation client distance bonnes capacites relationnelles ecoute active reactivite autonomie rigueur maitrise outils informatiques,teleconseillers germanophones,0,Support / Service Client,excel,,,1,0,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
obtenir donnees concernant incidents travaux declares entrer communication clients prestataires afin assurer suivi travaux exposer obtenir approbation devis aupres proprietaires accompagner conseiller proprietaires locataires gerer diverses demandes locataires proprietaires faire suivi factures emissions paiements assurer suivi travaux lances aupres prestataires mettre jour tableaux suivi selon taches effectuees fluidifier planification rendez entre prestataires services proprietaires locataires,deux annees experiences reception emission appel traitement mail etes dote bonne competence analyse synthese informations bonne elocution francais communication vocale claire concise etes perseverant souriant dynamique bonne capacite redactionnelle,teleconseillers,0,Support / Service Client,tableau,communication,,1,1,,,
magy societe services specialisee externalisation basee recherche,diplome tourisme hotellerie commerce experience service client gestion reservations vente sejours connaissance secteur location saisonniere apprecie parfaite communication ecrite orale francais bonne maitrise anglais atout experience logiciels reservation suivi client crm aisance relationnelle commerciale organisation rigueur capacite gerer plusieurs dossiers parallele reactivite sens service client bonne gestion stress,teleconseiller relation client,0,Support / Service Client,,,,0,0,,,
compte client recrutons teleconseillers anglophones maitrisant deuxieme langue francais italien allemand missions accueillir chaque client courtoisie ecouter attentivement cerner besoins fournir reponses claires precises resoudre rapidement tout probleme technique facturation,maitrise parfaite anglais moins autre langue mentionnee excellentes competences communication orale ecrite bonne maitrise outils informatiques environnements crm premiere experience relation client,teleconseiller multilingue anglais francais italien allemand,0,Support / Service Client,,,"anglais, francais",0,0,,,"Français, Anglais"
assurer bonne prise main appels entrants sortants clients assister conseiller accompagner clients demandes reclamations savoir transmettre solutions proposees etablissement faire feed back temps prises decision,maitrise espagnol comme natif bonne comprehension anglais aisance relationnelle capacite ecoute apte travailler sous pression cv lettre motivation espagnol,teleconseiller hispanophone,0,Support / Service Client,sem,,bac,1,0,,Baccalauréat,
garantir bonne experience client but apporter satisfaction traiter demandes reclamations clients travers differents canaux front office back office,bonne capacite ecoute empathique patient maitrise langue francaise allemande faire preuve persuasion negociation aise outils informatiques,teleconseiller francophone germanophone,0,Support / Service Client,,,bac,0,0,,Baccalauréat,
etes passionne relation client souhaitez rejoindre equipe dynamique recrutons teleconseiller francophone appel entrant h f repondre besoins clients garantir satisfaction missions principales repondre appels entrants horaires alloues production identifier apporter solutions adaptees problematiques clients assurer respect planning couverture heures ouverture service gerer appels efficacite delais impartis,niveau etude minimum baccalaureat moins an experience poste conseiller client poste similaire appels sortants vente experience permis maintenir communication fluide francais competences qualifications requises excellente capacite ecoute empathie sens service bonne maitrise grc gestion relation client aise outils bureautiques excellente communication francais lu ecrit parle sens organisation capacite travailler sous pression maitrise outil sap module vente sd atout indispensable,teleconseiller francophone,0,Support / Service Client,,,,0,0,,,
recherchons teleconseiller francophone moins ans experiences monde relation client missions principales assurer client accompagnement irreprochable echanger besoin recolter informations necessaires demande devis transmettre chaque demande qualifiee bons fournisseurs communications font apres creation client demande ligne differe fortement appels sortants classiques rend appel beaucoup agreable proposons salaire fixe parmi eleves marche primes resultats entre ar ar contrat cdi perspectives evolution formation initiale continue,hello contrat cdi,teleconseiller francophone tc,0,Support / Service Client,,communication,,0,1,,,
recherchons professionnel ans experiences minimum appel entrant sortant commercial charge renseigner clients selon demandes presenter offres guider clients certaines procedures vente missions principales tant teleconseiller veritable pilier service client soutien operationnel equipes terrain missions suivantes gerer appels entrants clients demandes informations suivi commandes reclamations assistance gerer appels sortants apporter solutions efficaces claires rapides chaque demande client assurer role support commercial remonter informations equipes boutique collaborer dossiers clients complexes participer force vente distance proposer offres complementaires informer promotions effectuer demarchage telephonique maintenir haut niveau satisfaction client grace ecoute active rigueur reactivite,formation bac bac commerce marketing domaine connexe avoir francais impeccable justifiez idealement premiere experience centre appels relation client excellente aisance telephonique bon niveau communication orale ecrite etes aise outils informatiques logiciels gestion client sens service empathie gout challenge commercial principaux atouts dynamique organise proactif ve aimez travailler equipe competences requises excellentes competences communication negociation aptitude atteindre objectifs requis maitrise outils crm techniques vente capacite travailler maniere autonome gerer temps efficacement sens ecoute capacite comprendre besoins clients proactif ve dynamique oriente resultats capacite adapter environnement constante evolution esprit equipe sens collaboration offrons opportunite carriere possibilites promotion rapide environnement travail stimulant collaboratif projets varies passionnants soutien developpement professionnel continu affiliation cnaps funhece travail temps plein cdd mois periode essai puis cdi lundi vendredi h h travail week end envoyez cv lettre motivation via site mentionnant teleconseiller objet courriel,teleconseiller appels entrants sortants back office commercial h f,0,Support / Service Client,react,rigueur,bac,1,1,,Baccalauréat,
identifier prospecter professionnels secteur telecom allemagne magasins reparateurs mvno franchises gerer demandes entrantes conseiller clients assurer service qualite comprendre besoins clients proposer solutions adaptees developper relations solides clients existants assurer fidelisation atteindre objectifs vente contribuer croissance chiffre affaires,titulaire bac commerce communication langue etrangere domaine connexe experience moins an fonction similaire commercial vendeur outsourcing secteur connexe excellente comprehension francais niveau b minimum allemand maitrise oral ecrit capacite averee negociation aisance relationnelle sens challenge orientation resultats dynamisme curiosite capacite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement,teleconseiller commercial b b,0,Support / Service Client,,,,0,0,,,
identifier prospecter professionnels secteur telecom allemagne magasins reparateurs mvno franchises gerer demandes entrantes conseiller clients assurer service qualite comprendre besoins clients proposer solutions adaptees developper relations solides clients existants assurer fidelisation atteindre objectifs vente contribuer croissance chiffre affaires,titulaire bac commerce communication langue etrangere domaine connexe experience moins an fonction similaire commercial vendeur outsourcing secteur connexe excellente comprehension francais niveau b minimum allemand maitrise oral ecrit capacite averee negociation aisance relationnelle sens challenge orientation resultats dynamisme curiosite capacite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement,teleconseiller commercial b b,0,Support / Service Client,,,,0,0,,,
identifier prospecter professionnels secteur telecom allemagne magasins reparateurs mvno franchises gerer demandes entrantes conseiller clients assurer service qualite comprendre besoins clients proposer solutions adaptees developper relations solides clients existants assurer fidelisation atteindre objectifs vente contribuer croissance chiffre affaires,titulaire bac commerce communication langue etrangere domaine connexe experience moins an fonction similaire commercial vendeur outsourcing secteur connexe excellente comprehension francais niveau b minimum allemand maitrise oral ecrit capacite averee negociation aisance relationnelle sens challenge orientation resultats dynamisme curiosite capacite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement,teleconseiller commercial b b,0,Support / Service Client,,,,0,0,,,
nosycom antsahavola recrute telesecretaires medicales francophones polyvalentes femme appels entrants mission gerer appels fixer rendez noter messages transferer appels faire suivi dossiers gerer urgences formerons metier telesecretaire avant prise poste offrirons contrat cdi salaire motivant evolutif travail planifie lundi vendredi entre h h h travail travail samedi rotation entre h h travaillerez dimanche nuit feries francais feries internationaux beneficierez transport partir h,etes agees entre ans exige ans bonne presentation ecrivez correctement parlez couramment francais accent bonne elocution bacc experience mois centre appels etes disponible suite exige devez etre personne serieuse aimant travailler equipe rapidement autonome polyvalente souriante curieuse dynamique assidue ponctuelle rapide execution travail sens repartie pouvoir etudier candidature envoyez cv detaille photo recente adresse exacte numero telephone contact rapide ouverture axe ha jusqu bfv dalle itaosy etudiantes abstenir serieuses abstenir seules candidatures retenues feront objet entretien,tele secretaire francophone polyvalente,0,Support / Service Client,,,francais,0,0,,,Français
assurer traitement demandes clients maniere professionnelle reussite projet emission reception appels mails sms animation tchat tenir informe responsable dossier anomalies rencontrees cours traitement,savoir connaissances pratiques theoriques diplomes certificats bacc minimum maitrise parfaite langue espagnol oral ecrit savoir faire connaissances techniques specifiques connaissance bureautique outil internet connaissance canaux outils utilises call center atout grande capacite ecoute communication capacite rendre compte superieur hierarchique savoir etre attitudes comportements attendus dynamique souriant reactif sens relation client esprit equipe,tele enqueteur francophone fr,0,Support / Service Client,,,,0,0,,,
doit selon operation affectation recevoir emettre appels qualifier contacts enqueter vendre prospecter guider repondre demandes clients telephone courrier mail via tout autre canal communication distance ailleurs objectif developper image marque chiffres affaires donneurs ordre tout respectant demarche qualite satisfaction clients,bacc gestion communication lettre marketing excellentes aptitudes communication orale ecrite francais anglais parfaite maitrise outils bureautique base excellent relationnel avoir sens ecoute,tele conseiller bilingue,0,Support / Service Client,,communication,bilingue,0,1,,,
assurer prospection developpement portefeuille clients professionnels secteur telephonie allemagne magasins telephonie reparateurs mvno franchises gerer traiter demandes clients garantissant service qualite maintenir parfaite connaissance clients besoins afin optimiser relations commerciales acquerir nouveaux clients tout assurant fidelisation suivi clients existants,titulaire bac commerce langue equivalent experience moins an fonction similaire commercial vendeur outsourcing secteur connexe excellente comprehension francais niveau b minimum allemand maitrise oral ecrit capacite averee negociation aisance relationnelle sens challenge orientation resultats dynamisme curiosite capacite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement,tele commercial fr,0,Support / Service Client,,,,0,0,,,
assurer prospection developpement portefeuille clients professionnels secteur telephonie allemagne magasins telephonie reparateurs mvno franchises gerer traiter demandes clients garantissant service qualite maintenir parfaite connaissance clients besoins afin optimiser relations commerciales acquerir nouveaux clients tout assurant fidelisation suivi clients existants,titulaire bac commerce langue equivalent experience moins an fonction similaire commercial vendeur outsourcing secteur connexe excellente comprehension francais niveau b minimum allemand maitrise oral ecrit capacite averee negociation aisance relationnelle sens challenge orientation resultats dynamisme curiosite capacite adaptation attentes clients bonne aptitude gerer plusieurs comptes clients simultanement,tele commercial fr,0,Support / Service Client,,,,0,0,,,
